userId,registerStartDate,registerFinalDate,steps,distance,runDistance,calories,deepSleepTime,shallowSleepTime,wakeTime,sleepStartDate,sleepStopDate
10036,2017/11/04 00:00:00,2017/11/05 00:00:00,229,132,0,10,0,0,0,2017/11/03 23:00:00,2017/11/03 23:00:00
10036,2017/11/05 00:00:00,2017/11/06 00:00:00,679,409,140,20,0,0,0,2017/11/04 23:00:00,2017/11/04 23:00:00
10036,2017/11/06 00:00:00,2017/11/07 00:00:00,399,232,21,22,0,0,0,2017/11/05 23:00:00,2017/11/05 23:00:00
10036,2017/11/07 00:00:00,2017/11/08 00:00:00,297,171,14,17,0,0,0,2017/11/06 23:00:00,2017/11/06 23:00:00
10036,2017/11/08 00:00:00,2017/11/09 00:00:00,500,287,69,17,0,0,0,2017/11/07 23:00:00,2017/11/07 23:00:00
10036,2017/11/09 00:00:00,2017/11/10 00:00:00,229,132,7,15,0,0,0,2017/11/08 23:00:00,2017/11/08 23:00:00
10036,2017/11/10 00:00:00,2017/11/11 00:00:00,590,343,41,20,0,0,0,2017/11/09 23:00:00,2017/11/09 23:00:00
10036,2017/11/11 00:00:00,2017/11/12 00:00:00,409,235,24,18,0,0,0,2017/11/10 23:00:00,2017/11/10 23:00:00
10036,2017/11/12 00:00:00,2017/11/13 00:00:00,343,197,46,16,0,0,0,2017/11/11 23:00:00,2017/11/11 23:00:00
10036,2017/11/13 00:00:00,2017/11/14 00:00:00,707,426,0,31,0,0,0,2017/11/12 23:00:00,2017/11/12 23:00:00
10036,2017/11/14 00:00:00,2017/11/15 00:00:00,644,391,134,26,0,0,0,2017/11/13 23:00:00,2017/11/13 23:00:00
10036,2017/11/15 00:00:00,2017/11/16 00:00:00,609,350,86,26,0,0,0,2017/11/14 23:00:00,2017/11/14 23:00:00
10036,2017/11/16 00:00:00,2017/11/17 00:00:00,3229,1937,162,81,0,0,0,2017/11/15 23:00:00,2017/11/15 23:00:00
10036,2017/11/17 00:00:00,2017/11/18 00:00:00,609,355,72,24,0,0,0,2017/11/16 23:00:00,2017/11/16 23:00:00
10036,2017/11/18 00:00:00,2017/11/19 00:00:00,639,384,90,25,0,0,0,2017/11/17 23:00:00,2017/11/17 23:00:00
10036,2017/11/19 00:00:00,2017/11/20 00:00:00,619,361,58,22,0,0,0,2017/11/18 23:00:00,2017/11/18 23:00:00
10036,2017/11/20 00:00:00,2017/11/21 00:00:00,513,302,83,21,0,0,0,2017/11/19 23:00:00,2017/11/19 23:00:00
10036,2017/11/21 00:00:00,2017/11/22 00:00:00,384,221,9,20,0,0,0,2017/11/20 23:00:00,2017/11/20 23:00:00
10036,2017/11/22 00:00:00,2017/11/23 00:00:00,257,148,0,14,0,0,0,2017/11/21 23:00:00,2017/11/21 23:00:00
10036,2017/11/23 00:00:00,2017/11/24 00:00:00,546,350,77,19,0,0,0,2017/11/22 23:00:00,2017/11/22 23:00:00
10036,2017/11/24 00:00:00,2017/11/25 00:00:00,394,235,8,19,0,0,0,2017/11/23 23:00:00,2017/11/23 23:00:00
10036,2017/11/25 00:00:00,2017/11/26 00:00:00,241,138,9,12,0,0,0,2017/11/24 23:00:00,2017/11/24 23:00:00
10036,2017/11/26 00:00:00,2017/11/27 00:00:00,415,240,0,18,0,0,0,2017/11/25 23:00:00,2017/11/25 23:00:00
10036,2017/11/27 00:00:00,2017/11/28 00:00:00,258,148,20,9,0,0,0,2017/11/26 23:00:00,2017/11/26 23:00:00
10036,2017/11/28 00:00:00,2017/11/29 00:00:00,259,149,7,16,0,0,0,2017/11/27 23:00:00,2017/11/27 23:00:00
10036,2017/11/29 00:00:00,2017/11/30 00:00:00,184,106,0,11,0,0,0,2017/11/28 23:00:00,2017/11/28 23:00:00
10036,2017/11/30 00:00:00,2017/12/01 00:00:00,456,262,55,18,0,0,0,2017/11/29 23:00:00,2017/11/29 23:00:00
10036,2017/12/01 00:00:00,2017/12/02 00:00:00,562,341,82,23,0,0,0,2017/11/30 23:00:00,2017/11/30 23:00:00
10036,2017/12/02 00:00:00,2017/12/03 00:00:00,352,202,25,17,0,0,0,2017/12/01 23:00:00,2017/12/01 23:00:00
10036,2017/12/03 00:00:00,2017/12/04 00:00:00,380,236,16,17,0,0,0,2017/12/02 23:00:00,2017/12/02 23:00:00
10036,2017/12/04 00:00:00,2017/12/05 00:00:00,468,269,0,20,0,0,0,2017/12/03 23:00:00,2017/12/03 23:00:00
10036,2017/12/05 00:00:00,2017/12/06 00:00:00,458,263,36,21,0,0,0,2017/12/04 23:00:00,2017/12/04 23:00:00
10036,2017/12/06 00:00:00,2017/12/07 00:00:00,209,120,8,15,0,0,0,2017/12/05 23:00:00,2017/12/05 23:00:00
10036,2017/12/07 00:00:00,2017/12/08 00:00:00,654,376,0,26,0,0,0,2017/12/06 23:00:00,2017/12/06 23:00:00
10036,2017/12/08 00:00:00,2017/12/09 00:00:00,603,346,45,26,0,0,0,2017/12/07 23:00:00,2017/12/07 23:00:00
10036,2017/12/09 00:00:00,2017/12/10 00:00:00,449,264,56,16,0,0,0,2017/12/08 23:00:00,2017/12/08 23:00:00
10036,2017/12/10 00:00:00,2017/12/11 00:00:00,78,45,0,3,0,0,0,2017/12/09 23:00:00,2017/12/09 23:00:00
10036,2017/12/11 00:00:00,2017/12/12 00:00:00,558,321,0,22,0,0,0,2017/12/10 23:00:00,2017/12/10 23:00:00
10036,2017/12/12 00:00:00,2017/12/13 00:00:00,453,260,34,24,0,0,0,2017/12/11 23:00:00,2017/12/11 23:00:00
10036,2017/12/13 00:00:00,2017/12/14 00:00:00,518,323,102,18,0,0,0,2017/12/12 23:00:00,2017/12/12 23:00:00
10036,2017/12/14 00:00:00,2017/12/15 00:00:00,274,157,0,13,0,0,0,2017/12/13 23:00:00,2017/12/13 23:00:00
10036,2017/12/15 00:00:00,2017/12/16 00:00:00,481,276,109,6,0,119,0,2017/12/15 04:27:00,2017/12/15 06:26:00
10036,2017/12/16 00:00:00,2017/12/17 00:00:00,293,168,74,6,0,107,0,2017/12/16 04:40:00,2017/12/16 06:27:00
10036,2017/12/17 00:00:00,2017/12/18 00:00:00,323,186,62,4,17,212,0,2017/12/17 03:28:00,2017/12/17 07:17:00
10036,2017/12/18 00:00:00,2017/12/19 00:00:00,425,245,63,6,134,372,15,2017/12/17 22:35:00,2017/12/18 07:16:00
10036,2017/12/19 00:00:00,2017/12/20 00:00:00,458,263,98,6,31,379,23,2017/12/18 23:54:00,2017/12/19 07:07:00
10036,2017/12/20 00:00:00,2017/12/21 00:00:00,793,456,46,10,62,390,70,2017/12/19 22:31:00,2017/12/20 07:13:00
10036,2017/12/21 00:00:00,2017/12/22 00:00:00,606,350,172,8,18,184,68,2017/12/20 23:17:00,2017/12/21 03:47:00
10036,2017/12/22 00:00:00,2017/12/23 00:00:00,216,124,35,3,58,383,0,2017/12/21 23:33:00,2017/12/22 06:54:00
10036,2017/12/23 00:00:00,2017/12/24 00:00:00,337,217,7,5,89,126,0,2017/12/22 23:27:00,2017/12/23 03:02:00
10036,2017/12/24 00:00:00,2017/12/25 00:00:00,218,125,60,4,0,0,0,2017/12/22 23:00:00,2017/12/22 23:00:00
10036,2017/12/25 00:00:00,2017/12/26 00:00:00,158,91,32,3,0,0,0,2017/12/23 23:00:00,2017/12/23 23:00:00
10036,2017/12/26 00:00:00,2017/12/27 00:00:00,190,109,27,3,92,274,0,2017/12/25 22:38:00,2017/12/26 04:44:00
10036,2017/12/27 00:00:00,2017/12/28 00:00:00,174,100,47,4,0,0,0,2017/12/25 23:00:00,2017/12/25 23:00:00
10036,2017/12/28 00:00:00,2017/12/29 00:00:00,471,283,147,7,27,207,19,2017/12/28 02:57:00,2017/12/28 07:10:00
10036,2017/12/29 00:00:00,2017/12/30 00:00:00,377,217,65,5,101,297,38,2017/12/28 22:52:00,2017/12/29 06:08:00
10036,2017/12/30 00:00:00,2017/12/31 00:00:00,229,132,50,5,19,360,77,2017/12/29 22:57:00,2017/12/30 06:33:00
10036,2017/12/31 00:00:00,2018/01/01 00:00:00,331,190,56,5,37,380,55,2017/12/30 23:14:00,2017/12/31 07:06:00
10036,2018/01/01 00:00:00,2018/01/02 00:00:00,299,189,117,5,14,273,0,2017/12/31 23:51:00,2018/01/01 04:38:00
10036,2018/01/02 00:00:00,2018/01/03 00:00:00,215,124,53,5,0,149,17,2018/01/01 22:38:00,2018/01/02 01:24:00
10036,2018/01/03 00:00:00,2018/01/04 00:00:00,213,122,29,4,21,373,97,2018/01/02 22:50:00,2018/01/03 07:01:00
10036,2018/01/04 00:00:00,2018/01/05 00:00:00,359,226,101,5,13,136,0,2018/01/04 01:12:00,2018/01/04 03:41:00
10036,2018/01/05 00:00:00,2018/01/06 00:00:00,222,128,42,4,13,93,0,2018/01/05 04:00:00,2018/01/05 05:46:00
10036,2018/01/06 00:00:00,2018/01/07 00:00:00,379,218,73,6,16,383,51,2018/01/05 23:32:00,2018/01/06 07:02:00
10036,2018/01/07 00:00:00,2018/01/08 00:00:00,126,72,46,3,32,426,28,2018/01/06 23:52:00,2018/01/07 07:58:00
10036,2018/01/08 00:00:00,2018/01/09 00:00:00,809,488,193,12,74,203,15,2018/01/07 23:06:00,2018/01/08 03:58:00
10036,2018/01/09 00:00:00,2018/01/10 00:00:00,195,112,39,4,29,256,0,2018/01/08 22:46:00,2018/01/09 03:31:00
10036,2018/01/10 00:00:00,2018/01/11 00:00:00,825,474,91,11,26,171,77,2018/01/10 03:17:00,2018/01/10 07:51:00
10036,2018/01/11 00:00:00,2018/01/12 00:00:00,828,501,189,12,0,95,0,2018/01/10 23:37:00,2018/01/11 01:12:00
10036,2018/01/12 00:00:00,2018/01/13 00:00:00,387,243,167,7,45,438,30,2018/01/11 22:38:00,2018/01/12 07:11:00
10036,2018/01/13 00:00:00,2018/01/14 00:00:00,394,226,88,6,0,0,0,2018/01/11 23:00:00,2018/01/11 23:00:00
10036,2018/01/14 00:00:00,2018/01/15 00:00:00,474,282,143,7,58,378,47,2018/01/13 22:40:00,2018/01/14 06:43:00
10036,2018/01/15 00:00:00,2018/01/16 00:00:00,443,255,80,8,63,229,0,2018/01/14 22:25:00,2018/01/15 03:17:00
10036,2018/01/16 00:00:00,2018/01/17 00:00:00,134,77,23,2,0,67,0,2018/01/15 22:49:00,2018/01/15 23:56:00
10036,2018/01/17 00:00:00,2018/01/18 00:00:00,1407,808,66,17,11,314,33,2018/01/16 22:18:00,2018/01/17 04:16:00
10036,2018/01/18 00:00:00,2018/01/19 00:00:00,618,366,138,10,11,126,0,2018/01/17 22:37:00,2018/01/18 00:54:00
10036,2018/01/19 00:00:00,2018/01/20 00:00:00,370,225,116,5,49,178,0,2018/01/18 23:17:00,2018/01/19 03:04:00
10036,2018/01/20 00:00:00,2018/01/21 00:00:00,410,236,68,6,89,263,70,2018/01/20 00:11:00,2018/01/20 07:13:00
10036,2018/01/21 00:00:00,2018/01/22 00:00:00,202,116,37,4,24,119,59,2018/01/21 02:34:00,2018/01/21 05:56:00
10036,2018/01/22 00:00:00,2018/01/23 00:00:00,312,179,81,5,0,0,0,2018/01/20 23:00:00,2018/01/20 23:00:00
10036,2018/01/23 00:00:00,2018/01/24 00:00:00,214,123,35,4,0,0,0,2018/01/21 23:00:00,2018/01/21 23:00:00
10036,2018/01/24 00:00:00,2018/01/25 00:00:00,58,33,23,1,0,0,0,2018/01/22 23:00:00,2018/01/22 23:00:00
10036,2018/01/25 00:00:00,2018/01/26 00:00:00,103,59,14,1,10,59,0,2018/01/25 03:24:00,2018/01/25 04:33:00
10036,2018/01/26 00:00:00,2018/01/27 00:00:00,347,203,83,6,0,0,0,2018/01/24 23:00:00,2018/01/24 23:00:00
10036,2018/01/27 00:00:00,2018/01/28 00:00:00,461,267,114,6,0,221,0,2018/01/26 23:11:00,2018/01/27 02:52:00
10036,2018/01/28 00:00:00,2018/01/29 00:00:00,490,293,121,8,0,73,0,2018/01/28 01:59:00,2018/01/28 03:12:00
10036,2018/01/29 00:00:00,2018/01/30 00:00:00,293,168,62,5,0,257,0,2018/01/28 22:20:00,2018/01/29 02:37:00
10036,2018/01/30 00:00:00,2018/01/31 00:00:00,227,130,34,5,15,288,0,2018/01/29 22:16:00,2018/01/30 03:19:00
10036,2018/01/31 00:00:00,2018/02/01 00:00:00,621,357,127,9,31,309,15,2018/01/30 23:35:00,2018/01/31 05:30:00
10036,2018/02/01 00:00:00,2018/02/02 00:00:00,432,264,90,7,0,203,15,2018/01/31 23:23:00,2018/02/01 03:01:00
10036,2018/02/02 00:00:00,2018/02/03 00:00:00,217,125,23,3,29,86,0,2018/02/01 23:52:00,2018/02/02 01:47:00
10036,2018/02/03 00:00:00,2018/02/04 00:00:00,268,154,75,6,0,162,0,2018/02/03 03:58:00,2018/02/03 06:40:00
10036,2018/02/04 00:00:00,2018/02/05 00:00:00,287,165,52,6,0,207,0,2018/02/04 03:48:00,2018/02/04 07:15:00
10036,2018/02/05 00:00:00,2018/02/06 00:00:00,617,355,146,8,26,342,20,2018/02/04 22:43:00,2018/02/05 05:11:00
10036,2018/02/06 00:00:00,2018/02/07 00:00:00,144,83,12,3,0,109,74,2018/02/06 02:57:00,2018/02/06 06:00:00
10036,2018/02/07 00:00:00,2018/02/08 00:00:00,305,185,101,5,0,294,0,2018/02/07 02:16:00,2018/02/07 07:10:00
10036,2018/02/08 00:00:00,2018/02/09 00:00:00,190,109,13,4,0,111,0,2018/02/08 03:22:00,2018/02/08 05:13:00
10036,2018/02/09 00:00:00,2018/02/10 00:00:00,2004,1218,103,26,77,277,0,2018/02/08 23:42:00,2018/02/09 05:36:00
10036,2018/02/10 00:00:00,2018/02/11 00:00:00,199,114,51,3,29,341,125,2018/02/09 22:51:00,2018/02/10 07:06:00
10036,2018/02/11 00:00:00,2018/02/12 00:00:00,183,105,20,3,22,367,78,2018/02/10 23:21:00,2018/02/11 07:08:00
10036,2018/02/12 00:00:00,2018/02/13 00:00:00,231,133,51,4,30,428,50,2018/02/11 22:40:00,2018/02/12 07:08:00
10036,2018/02/13 00:00:00,2018/02/14 00:00:00,115,66,21,2,0,175,0,2018/02/13 03:47:00,2018/02/13 06:42:00
10036,2018/02/14 00:00:00,2018/02/15 00:00:00,168,97,43,4,14,292,0,2018/02/13 22:59:00,2018/02/14 04:05:00
10036,2018/02/15 00:00:00,2018/02/16 00:00:00,447,257,57,7,0,0,0,2018/02/13 23:00:00,2018/02/13 23:00:00
10036,2018/02/16 00:00:00,2018/02/17 00:00:00,164,94,26,4,0,113,0,2018/02/16 03:29:00,2018/02/16 05:22:00
10036,2018/02/17 00:00:00,2018/02/18 00:00:00,357,205,54,5,0,198,0,2018/02/16 23:29:00,2018/02/17 02:47:00
10036,2018/02/18 00:00:00,2018/02/19 00:00:00,257,148,36,3,46,272,0,2018/02/17 23:02:00,2018/02/18 04:20:00
10036,2018/02/19 00:00:00,2018/02/20 00:00:00,440,253,67,5,0,0,0,2018/02/17 23:00:00,2018/02/17 23:00:00
10036,2018/02/20 00:00:00,2018/02/21 00:00:00,169,97,35,3,41,153,0,2018/02/19 23:12:00,2018/02/20 02:26:00
10036,2018/02/21 00:00:00,2018/02/22 00:00:00,102,59,39,3,0,119,0,2018/02/21 04:05:00,2018/02/21 06:04:00
10036,2018/02/22 00:00:00,2018/02/23 00:00:00,115,66,44,2,0,152,0,2018/02/22 02:04:00,2018/02/22 04:36:00
10036,2018/02/23 00:00:00,2018/02/24 00:00:00,350,201,60,6,15,210,0,2018/02/22 22:52:00,2018/02/23 02:37:00
10036,2018/02/24 00:00:00,2018/02/25 00:00:00,163,94,21,3,0,81,0,2018/02/24 02:27:00,2018/02/24 03:48:00
10036,2018/02/25 00:00:00,2018/02/26 00:00:00,271,156,62,4,55,277,74,2018/02/24 23:49:00,2018/02/25 06:35:00
10036,2018/02/26 00:00:00,2018/02/27 00:00:00,581,334,61,8,13,109,0,2018/02/26 03:29:00,2018/02/26 05:31:00
10036,2018/02/27 00:00:00,2018/02/28 00:00:00,138,79,33,3,0,0,0,2018/02/25 23:00:00,2018/02/25 23:00:00
10036,2018/02/28 00:00:00,2018/03/01 00:00:00,231,133,29,4,30,232,0,2018/02/28 00:42:00,2018/02/28 05:04:00
10036,2018/03/01 00:00:00,2018/03/02 00:00:00,137,79,16,3,0,124,0,2018/02/28 22:49:00,2018/03/01 00:53:00
10036,2018/03/02 00:00:00,2018/03/03 00:00:00,52,30,21,2,0,0,0,2018/02/28 23:00:00,2018/02/28 23:00:00
10036,2018/03/03 00:00:00,2018/03/04 00:00:00,156,90,22,4,0,117,0,2018/03/03 04:22:00,2018/03/03 06:19:00
10036,2018/03/04 00:00:00,2018/03/05 00:00:00,257,148,41,5,0,0,0,2018/03/02 23:00:00,2018/03/02 23:00:00
10036,2018/03/05 00:00:00,2018/03/06 00:00:00,910,523,59,13,120,312,19,2018/03/04 23:07:00,2018/03/05 06:38:00
10036,2018/03/06 00:00:00,2018/03/07 00:00:00,703,424,22,9,0,113,0,2018/03/05 23:43:00,2018/03/06 01:36:00
10036,2018/03/07 00:00:00,2018/03/08 00:00:00,614,353,73,9,32,178,0,2018/03/06 23:11:00,2018/03/07 02:41:00
10036,2018/03/08 00:00:00,2018/03/09 00:00:00,138,79,33,3,122,178,68,2018/03/07 23:36:00,2018/03/08 05:44:00
10036,2018/03/09 00:00:00,2018/03/10 00:00:00,275,160,45,5,52,271,52,2018/03/08 23:06:00,2018/03/09 05:21:00
10036,2018/03/10 00:00:00,2018/03/11 00:00:00,302,174,64,4,57,143,25,2018/03/10 03:31:00,2018/03/10 07:16:00
10036,2018/03/11 00:00:00,2018/03/12 00:00:00,406,252,126,7,12,414,80,2018/03/10 22:49:00,2018/03/11 07:15:00
10036,2018/03/12 00:00:00,2018/03/13 00:00:00,539,310,14,8,0,157,0,2018/03/12 03:52:00,2018/03/12 06:29:00
10036,2018/03/13 00:00:00,2018/03/14 00:00:00,166,95,48,4,0,0,0,2018/03/11 23:00:00,2018/03/11 23:00:00
10036,2018/03/14 00:00:00,2018/03/15 00:00:00,88,51,11,2,0,117,0,2018/03/13 23:41:00,2018/03/14 01:38:00
10036,2018/03/15 00:00:00,2018/03/16 00:00:00,269,155,55,5,0,148,0,2018/03/15 04:29:00,2018/03/15 06:57:00
10036,2018/03/16 00:00:00,2018/03/17 00:00:00,92,53,23,2,46,288,72,2018/03/15 22:58:00,2018/03/16 05:44:00
10036,2018/03/17 00:00:00,2018/03/18 00:00:00,269,155,84,4,0,0,0,2018/03/15 23:00:00,2018/03/15 23:00:00
10036,2018/03/18 00:00:00,2018/03/19 00:00:00,201,115,60,4,21,412,63,2018/03/17 22:43:00,2018/03/18 06:59:00
10036,2018/03/19 00:00:00,2018/03/20 00:00:00,173,99,32,3,0,0,0,2018/03/17 23:00:00,2018/03/17 23:00:00
10036,2018/03/20 00:00:00,2018/03/21 00:00:00,192,110,13,3,43,144,0,2018/03/20 01:47:00,2018/03/20 04:54:00
10036,2018/03/21 00:00:00,2018/03/22 00:00:00,154,88,24,3,0,0,0,2018/03/19 23:00:00,2018/03/19 23:00:00
10036,2018/03/22 00:00:00,2018/03/23 00:00:00,120,69,30,3,82,165,0,2018/03/21 22:36:00,2018/03/22 02:43:00
10036,2018/03/23 00:00:00,2018/03/24 00:00:00,129,74,10,2,40,192,0,2018/03/22 23:02:00,2018/03/23 02:54:00
10036,2018/03/24 00:00:00,2018/03/25 00:00:00,178,102,25,3,34,88,0,2018/03/24 03:17:00,2018/03/24 05:19:00
10036,2018/03/25 00:00:00,2018/03/26 00:00:00,128,74,27,2,48,112,0,2018/03/24 22:20:00,2018/03/25 01:00:00
10036,2018/03/26 00:00:00,2018/03/27 00:00:00,412,237,67,6,117,329,32,2018/03/25 21:11:00,2018/03/26 05:09:00
10036,2018/03/27 00:00:00,2018/03/28 00:00:00,1718,1046,140,21,34,173,58,2018/03/27 01:39:00,2018/03/27 06:04:00
10036,2018/03/28 00:00:00,2018/03/29 00:00:00,2704,1678,303,34,0,0,0,2018/03/26 22:00:00,2018/03/26 22:00:00
10036,2018/03/29 00:00:00,2018/03/30 00:00:00,220,126,53,3,70,294,30,2018/03/28 21:45:00,2018/03/29 04:19:00
10036,2018/03/30 00:00:00,2018/03/31 00:00:00,321,184,69,5,43,412,31,2018/03/29 21:38:00,2018/03/30 05:44:00
10036,2018/03/31 00:00:00,2018/04/01 00:00:00,887,510,172,12,20,158,0,2018/03/31 02:29:00,2018/03/31 05:27:00
10036,2018/04/01 00:00:00,2018/04/02 00:00:00,191,110,54,4,36,182,0,2018/03/31 22:02:00,2018/04/01 01:40:00
10036,2018/04/02 00:00:00,2018/04/03 00:00:00,508,292,130,8,12,136,0,2018/04/02 01:59:00,2018/04/02 04:27:00
10036,2018/04/03 00:00:00,2018/04/04 00:00:00,177,102,40,4,57,379,23,2018/04/02 22:27:00,2018/04/03 06:06:00
10036,2018/04/04 00:00:00,2018/04/05 00:00:00,381,219,99,5,0,0,0,2018/04/02 22:00:00,2018/04/02 22:00:00
10036,2018/04/05 00:00:00,2018/04/06 00:00:00,474,273,50,6,35,113,0,2018/04/05 03:01:00,2018/04/05 05:29:00
10036,2018/04/06 00:00:00,2018/04/07 00:00:00,199,114,24,4,0,289,71,2018/04/05 22:28:00,2018/04/06 04:28:00
10036,2018/04/07 00:00:00,2018/04/08 00:00:00,392,225,60,6,37,188,0,2018/04/06 21:56:00,2018/04/07 01:41:00
10036,2018/04/08 00:00:00,2018/04/09 00:00:00,437,251,98,6,47,118,0,2018/04/08 03:16:00,2018/04/08 06:01:00
10036,2018/04/09 00:00:00,2018/04/10 00:00:00,372,214,81,5,135,241,46,2018/04/08 21:55:00,2018/04/09 04:57:00
10036,2018/04/10 00:00:00,2018/04/11 00:00:00,379,218,83,6,28,74,0,2018/04/10 00:16:00,2018/04/10 01:58:00
10036,2018/04/11 00:00:00,2018/04/12 00:00:00,557,321,101,9,52,245,0,2018/04/10 21:54:00,2018/04/11 02:51:00
10036,2018/04/12 00:00:00,2018/04/13 00:00:00,369,212,61,6,0,196,0,2018/04/11 21:46:00,2018/04/12 01:02:00
10036,2018/04/13 00:00:00,2018/04/14 00:00:00,427,245,54,7,0,0,0,2018/04/11 22:00:00,2018/04/11 22:00:00
10036,2018/04/14 00:00:00,2018/04/15 00:00:00,292,168,59,5,25,153,0,2018/04/14 02:40:00,2018/04/14 05:38:00
10036,2018/04/15 00:00:00,2018/04/16 00:00:00,897,515,67,12,50,265,42,2018/04/14 22:18:00,2018/04/15 04:15:00
10036,2018/04/16 00:00:00,2018/04/17 00:00:00,373,214,59,7,72,194,0,2018/04/15 22:14:00,2018/04/16 02:40:00
10036,2018/04/17 00:00:00,2018/04/18 00:00:00,462,265,72,5,33,181,0,2018/04/16 22:18:00,2018/04/17 01:52:00
10036,2018/04/18 00:00:00,2018/04/19 00:00:00,292,168,50,4,0,0,0,2018/04/16 22:00:00,2018/04/16 22:00:00
10036,2018/04/19 00:00:00,2018/04/20 00:00:00,1396,823,170,17,63,368,68,2018/04/18 21:58:00,2018/04/19 06:17:00
10036,2018/04/20 00:00:00,2018/04/21 00:00:00,270,155,27,5,92,281,40,2018/04/19 22:17:00,2018/04/20 05:10:00
10036,2018/04/21 00:00:00,2018/04/22 00:00:00,344,198,78,7,13,114,0,2018/04/20 23:52:00,2018/04/21 01:59:00
10036,2018/04/22 00:00:00,2018/04/23 00:00:00,487,280,120,8,40,174,29,2018/04/22 01:50:00,2018/04/22 05:53:00
10036,2018/04/23 00:00:00,2018/04/24 00:00:00,336,193,96,7,0,0,0,2018/04/21 22:00:00,2018/04/21 22:00:00
10036,2018/04/24 00:00:00,2018/04/25 00:00:00,384,221,66,6,102,213,55,2018/04/23 22:12:00,2018/04/24 04:22:00
10036,2018/04/25 00:00:00,2018/04/26 00:00:00,265,152,29,5,13,199,14,2018/04/25 02:20:00,2018/04/25 06:06:00
10036,2018/04/26 00:00:00,2018/04/27 00:00:00,410,236,67,7,0,0,0,2018/04/24 22:00:00,2018/04/24 22:00:00
